Action,Time,Element Name,Type of Element,Containing Type,Containing Method,Type of Relation,Category,Input Method,View,Notes,Notes #2
Hit Breakpoint,21:55,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,21:57,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,21:58,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,21:59,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:00,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:01,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:02,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:03,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,22:04,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,22:08,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,22:12,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:13,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:14,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:15,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:16,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:17,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,22:18,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,22:23,,,,,,Debugging,Mouse,Eclipse,,
Edit Code,23:03,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,table.setFocus(),
Hit Breakpoint,23:19,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,23:21,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:22,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:23,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:24,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:24,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:25,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Resume,23:25,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,23:33,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,23:37,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:38,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:39,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:40,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:41,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:42,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:43,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:44,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:45,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,23:46,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Expand,23:48,this,Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Expand,23:51,This$0,Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Scan,23:51,Variables,,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Resume,24:01,,,,,,Debugging,Mouse,Eclipse,,
Paste Code,26:14,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Edit Code,Keyboard,Java Editor,set selection in TableView,
Edit Code,26:25,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,correct errors; comment out old code,
Terminate Execution,26:40,,,,,,Debugging,Mouse,Eclipse,,
Debug,26:47,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,26:53,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,26:56,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,27:02,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,27:03,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,27:08,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,27:13,,,,,,Debugging,Mouse,Eclipse,,
Edit Code,27:43,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,tableViewer.getElementAt(selectedItemIndex),
Show Javadoc,28:16,setSelection,Method,TableViewer,,,Navigation,Mouse,Java Editor,Mouse Hover,no sources attached
Show Javadoc,28:20,getElementAt,Method,TableViewer,,,Navigation,Mouse,Java Editor,Mouse Hover,no sources attached
Edit Code,28:32,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,minor changes,
Debug,29:15,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,29:20,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,29:23,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,29:29,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,29:32,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,29:33,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,29:34,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,29:35,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,29:41,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,29:42,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,29:45,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Scan,29:51,Variables,,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Expand,29:56,tableViewer,Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Step Over,30:10,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Scan,30:12,Variables,,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Show Variable,30:15,obj,Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,null,
Scan,30:36,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Navigation,,Java Editor,,
Show Javadoc,31:03,StructuredSelection,Method,TableViewer,,,Navigation,Mouse,Java Editor,Mouse Hover,no sources attached
Edit Code,31:20,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,no changes,
Scan,32:33,Variables,,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Collapse,32:41,This$0,Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Expand,32:42,This$0,Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,,
Show Variable,32:50,selectedItemIndex,Variable,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Debugging,Mouse,Variables Window,2,
Show Javadoc,32:56,StructuredSelection,Method,TableViewer,,,Navigation,Mouse,Java Editor,Mouse Hover,no sources attached
Scan,33:03,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Navigation,,Java Editor,,
Edit Code,33:15,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,minor changes,
Terminate Execution,34:20,,,,,,Debugging,Mouse,Eclipse,,
Debug,34:24,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,34:30,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,34:34,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,34:39,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,34:41,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,34:42,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,34:43,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,34:44,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,34:45,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,34:46,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,34:47,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,34:48,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Mouse,Eclipse,,
Step Over,34:49,,Instruction,SafeRunnable,run,,Debugging,Mouse,Eclipse,,
Step Out,34:52,,Instruction,SafeRunnable,run,,Debugging,Mouse,Eclipse,,
Scan,34:56,Stacktrace,,,,,Navigation,,Console Window,,
Scan,36:51,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Navigation,,Java Editor,,
Edit Code,37:24,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,table.redraw(); uncomment some lines,
Terminate Execution,37:41,,,,,,Debugging,Mouse,Eclipse,,
Resume,37:47,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,38:06,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,38:08,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,38:12,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,38:16,,,,,,Debugging,Mouse,Eclipse,,
Terminate Execution,38:20,,,,,,Debugging,Mouse,Eclipse,,
Debug,38:22,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,38:29,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,38:31,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,38:35,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,38:41,,,,,,Debugging,Mouse,Eclipse,,
Edit Code,39:04,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,tablevViewer.refresh(),
Terminate Execution,39:13,,,,,,Debugging,Mouse,Eclipse,,
Debug,39:17,PasswordSafeSWT,Project,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,39:23,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,39:28,,,,,,Debugging,Mouse,Eclipse,,
Hit Breakpoint,39:32,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Show Javadoc,39:36,PwsEntryBean,Class,,,,Navigation,Mouse,Java Editor,Mouse Hover,
Resume,39:38,,,,,,Debugging,Mouse,Eclipse,,
Scan,39:49,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Navigation,,Java Editor,,
Edit Code,40:00,selectionChanged,Method,PasswordSafeJFace.<Anonymous SelectionChangeListener>,,,Edit Code,Keyboard,Java Editor,tablevViewer.reveal...,
Hit Breakpoint,41:03,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Resume,41:07,,,,,,Debugging,Mouse,Eclipse,Verify Bug resolved,
Hit Breakpoint,41:21,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,,Java Editor,A ,
Step Over,41:20,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Keyboard,Eclipse,,
Step Over,41:21,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Keyboard,Eclipse,,
Step Over,41:22,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Keyboard,Eclipse,,
Step Over,41:23,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Keyboard,Eclipse,,
Step Over,41:24,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Keyboard,Eclipse,,
Step Over,41:25,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Keyboard,Eclipse,,
Step Over,41:26,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Keyboard,Eclipse,,
Step Over,41:27,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Keyboard,Eclipse,,
Step Over,41:28,,Instruction,PasswordSafeJFace.<Anonymous SelectionChangeListener>,selectionChanged,,Debugging,Keyboard,Eclipse,,
Step Over,41:29,,Instruction,SafeRunnable,run,,Debugging,Keyboard,Eclipse,,
Open Type,41:41,PasswordSafeJFace,Class,,,,Navigation,Keyboard,Java Editor,Select Tab,
Deactivate Mylyn Task,42:04,,,,,,Other,Mouse,Mylyn Window,,
